players_espn_id,player_id,player_name,college_name,height,weight,player_url,pos,jersey
470,2594885,Sheldon McClellan,Miami (FL),6-6,200,http://www.espn.com/nba/player/_/id/2594885/sheldon-mcclellan,SG,9
471,6461,Markieff Morris,Kansas,6-10,245,http://www.espn.com/nba/player/_/id/6461/markieff-morris,PF,5
472,6614,Andrew Nicholson,St. Bonaventure,6-9,250,http://www.espn.com/nba/player/_/id/6614/andrew-nicholson,PF,44
473,2991050,Daniel Ochefu,Villanova,6-11,245,http://www.espn.com/nba/player/_/id/2991050/daniel-ochefu,PF,32
474,3133603,Kelly Oubre Jr.,Kansas,6-7,205,http://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr.,SF,12
475,2594922,Otto Porter Jr.,Georgetown,6-8,198,http://www.espn.com/nba/player/_/id/2594922/otto-porter-jr.,SF,22
476,6621,Tomas Satoransky, ,6-7,210,http://www.espn.com/nba/player/_/id/6621/tomas-satoransky,SG,31
477,3232,Jason Smith,Colorado State,7-0,240,http://www.espn.com/nba/player/_/id/3232/jason-smith,PF,14
478,4017,Marcus Thornton,LSU,6-4,205,http://www.espn.com/nba/player/_/id/4017/marcus-thornton,SG,15
479,4237,John Wall,Kentucky,6-4,210,http://www.espn.com/nba/player/_/id/4237/john-wall,PG,2
480,3413,Darrell Arthur,Kansas,6-9,235,http://www.espn.com/nba/player/_/id/3413/darrell-arthur,PF,00
481,6579,Will Barton,Memphis,6-6,175,http://www.espn.com/nba/player/_/id/6579/will-barton,SG,5
482,3907822,Malik Beasley,Florida State,6-5,196,http://www.espn.com/nba/player/_/id/3907822/malik-beasley,SG,25
483,3194,Wilson Chandler,DePaul,6-8,225,http://www.espn.com/nba/player/_/id/3194/wilson-chandler,SF,21
484,6433,Kenneth Faried,Morehead State,6-8,228,http://www.espn.com/nba/player/_/id/6433/kenneth-faried,PF,35
485,3428,Danilo Gallinari, ,6-10,225,http://www.espn.com/nba/player/_/id/3428/danilo-gallinari,SF,8
486,2999547,Gary Harris,Michigan State,6-4,210,http://www.espn.com/nba/player/_/id/2999547/gary-harris,SG,14
487,4017839,Juancho Hernangomez, ,6-9,230,http://www.espn.com/nba/player/_/id/4017839/juancho-hernangomez,PF,41
488,3112335,Nikola Jokic, ,6-10,250,http://www.espn.com/nba/player/_/id/3112335/nikola-jokic,PF,15
489,558,Mike Miller,Florida,6-8,218,http://www.espn.com/nba/player/_/id/558/mike-miller,SG,3
